fat,sugar,sodium,grade
0.0,5.0,0.29,A
2.5,1.0,0.09,A
1.5,1.0,0.16,A
8.0,2.0,0.135,B
3.0,2.0,0.125,A
3.5,0.0,0.15,A
7.0,0.0,0.075,B
1.5,3.0,0.02,A
3.0,0.0,0.15,A
2.5,0.0,0.0,A
4.5,0.0,0.0,A
6.0,0.0,0.17,A
1.5,3.0,0.02,A
6.0,12.0,0.02,B
4.5,1.0,0.135,A
12.0,1.0,0.17,B
4.5,0.0,0.22,A
7.0,1.0,0.15,B
3.0,2.0,0.16,A
5.0,1.0,0.21,A
2.5,2.0,0.09,A
7.0,3.0,0.08,B
7.0,0.0,0.125,B
12.0,0.0,0.135,B
9.0,11.0,0.035,B
5.0,1.0,0.21,A
6.0,0.0,0.17,A
3.5,2.0,0.04,A
4.5,1.0,0.06,A
6.0,11.0,0.035,B
3.5,1.0,1.115,B
5.0,0.31,0.0,A
8.31,0.0,0.0,B
1.3,4.8,0.041,A
2.0,22.0,0.09,C
2.0,2.0,0.0,A
2.0,0.0,0.25,A
0.5,1.0,0.16,A
0.0,0.0,0.05,A
4.0,19.5,0.15,C
0.0,0.0,0.0,A
0.0,1.0,0.0,A
0.0,1.0,0.0,A
0.0,1.0,0.0,A
0.0,1.0,0.0,A
2.0,3.0,0.24,A
0.0,0.0,0.21,A
3.0,0.0,0.24,A
5.0,15.0,0.54,C
4.0,4.0,0.02,A
15.5,0.088,0.0,B
7.0,0.15,0.0,B
4.0,3.5,0.002,A
10.0,2.0,0.15,B
4.0,5.0,0.118,A
23.5,15.0,0.314,C
7.5,5.5,0.15,B
11.0,2.0,0.1,B
5.0,4.0,0.135,A
7.0,9.0,0.135,B
6.0,3.0,0.1,A
0.0,1.0,0.0,A
7.5,5.5,0.15,B
24.5,18.0,0.5,C
0.0,1.0,0.0,A
17.5,1.0,0.07,C
17.5,1.0,0.07,C
7.5,5.0,0.08,B
20.0,16.5,0.433,C
25.5,16.5,0.269,C
18.5,1.0,0.35,C
11.5,5.0,0.075,B
13.0,5.0,0.09,B
7.0,4.5,0.094,B
4.5,7.5,0.172,B
2.9,0.0,0.0,A
10.0,0.0,0.0,B
12.1,0.0,0.0,B
11.0,0.0,0.0,B
8.0,0.0,0.0,B
17.4,0.0,0.0,C
11.0,0.0,0.0,B
11.7,0.0,0.0,B
23.4,0.0,0.0,C
9.0,0.0,0.0,B
10.0,0.0,0.0,B
8.9,0.0,0.0,B
21.1,0.0,0.0,C
8.0,0.0,0.0,B
8.0,0.0,0.0,B
3.8,0.0,0.0,A
11.1,0.0,0.0,B
12.0,0.0,0.0,B
1.5,0.0,0.16,A
1.0,0.0,0.14,A
4.5,5.0,0.125,A
8.0,2.0,0.22,B
1.5,3.0,0.015,A
1.5,0.0,0.15,A
2.0,2.0,0.015,A
0.0,0.0,0.105,A
1.5,1.0,0.05,A
1.0,1.0,0.02,A
0.0,0.0,0.32,A
1.5,0.0,0.03,A
2.0,1.0,0.26,A
1.0,0.0,0.22,A
0.0,1.0,0.115,A
1.5,6.0,0.055,B
12.0,0.0,0.13,B
0.0,0.0,0.135,A
1.0,0.0,0.18,A
0.0,0.0,0.015,A
1.5,3.0,0.025,A
2.0,6.0,0.075,B
3.5,0.0,0.17,A
0.5,0.0,0.0,A
0.5,0.0,0.0,A
5.0,0.0,0.0,A
5.0,0.0,0.08,A
7.0,34.0,0.175,D
3.5,17.0,0.088,C
7.0,34.0,0.175,D
0.5,0.0,0.07,A
0.6,0.0,0.0,A
0.1,4.6,0.0,A
3.0,0.0,0.0,A
35.1,0.0,0.0,D
1.5,0.0,0.0,A
0.1,4.6,0.12,A
8.2,0.01,0.0,B
1.6,15.0,0.1,C
5.0,0.0,0.0,A
1.5,14.6,0.1,C
0.1,0.0,0.0,A
8.5,3.4,0.068,B
0.1,4.6,0.12,A
1.5,15.3,0.0,C
3.0,14.0,0.07,C
3.1,11.0,0.0,B
80.0,0.7,0.775,D
1.0,0.0,0.005,A
7.0,4.0,0.025,B
1.0,0.0,0.0,A
1.0,0.0,0.005,A
7.0,7.0,0.115,B
7.0,8.0,0.115,B
12.0,22.0,0.035,C
24.0,42.0,0.5,D
4.2,6.7,0.005,B
5.0,0.0,0.26,A
3.5,0.0,0.21,A
4.0,0.0,0.16,A
2.5,0.0,0.17,A
4.5,0.0,0.23,A
4.0,0.0,0.16,A
3.0,0.0,0.15,A
3.5,0.0,0.16,A
3.0,2.0,0.07,A
3.0,0.0,0.17,A
4.0,1.0,0.19,A
4.0,0.0,0.115,A
3.5,16.0,0.16,C
2.5,14.0,0.095,C
3.0,15.0,0.15,C
3.5,17.0,0.065,C
3.5,15.0,0.0,C
3.0,18.0,0.16,C
3.0,17.0,0.1,C
3.5,16.0,0.16,C
2.0,1.0,0.08,A
3.5,18.0,0.16,C
3.0,17.0,0.105,C
4.0,15.0,0.15,C
4.0,20.0,0.1,C
4.0,20.0,0.0,C
4.0,19.0,0.0,C
4.0,7.0,0.025,B
2.0,1.0,0.0,A
4.0,15.0,0.15,C
3.5,18.0,0.14,C
3.0,5.0,0.0,A
3.5,5.0,0.88,B
3.5,4.0,0.88,B
2.0,5.0,0.4,A
6.0,8.0,0.14,B
6.0,8.0,0.16,B
3.0,0.0,0.0,A
3.0,7.0,0.13,B
3.5,12.0,0.105,B
3.0,12.0,0.075,B
2.5,11.0,0.105,B
3.5,1.0,0.0,A
4.0,0.0,0.0,A
3.5,0.12,0.0,A
2.0,1.0,0.0,A
2.0,0.15,0.0,A
7.0,3.0,0.0,B
0.0,0.0,0.0,A
2.5,20.0,0.15,C
3.0,0.0,0.0,A
0.0,0.0,0.0,A
0.0,1.0,0.0,A
2.5,11.0,0.03,B
4.5,10.0,0.03,B
4.0,10.0,0.03,B
3.5,11.0,0.025,B
3.5,11.0,0.0,B
4.0,10.0,0.025,B
8.0,5.0,0.105,B
8.0,5.0,0.09,B
3.0,3.0,0.0,A
2.5,2.0,0.045,A
9.0,5.0,0.115,B
8.0,7.0,0.105,B
1.5,2.0,0.05,A
0.67,2.5,0.068,A
0.5,0.0,0.07,A
0.5,0.0,0.07,A
0.0,0.0,0.0,A
0.5,0.0,0.07,A
0.5,0.0,0.07,A
4.0,15.0,0.41,C
5.0,5.0,0.065,A
1.0,0.0,0.05,A
0.0,0.0,0.19,A
1.0,2.0,0.1,A
1.5,0.0,0.05,A
3.0,2.0,0.05,A
1.0,0.0,0.0,A
1.0,0.0,0.0,A
1.5,0.0,0.0,A
1.0,0.0,0.0,A
1.5,0.0,0.0,A
1.5,0.0,0.0,A
1.0,0.0,0.0,A
1.5,0.0,0.0,A
3.5,3.1,0.004,A
3.0,3.0,0.007,A
4.0,6.0,0.045,B
0.0,0.0,0.0,A
0.0,42.0,0.06,D
2.5,0.01,0.0,A
0.0,42.0,0.06,D
0.0,0.005,0.0,A
6.0,6.0,0.1,B
4.0,16.0,0.085,C
0.5,0.0,0.0,A
3.0,0.0,0.0,A
3.0,9.0,0.0,B
0.0,0.0,0.0,A
0.0,3.0,0.0,A
15.0,22.0,0.61,C
20.0,0.0,0.04,C
15.0,39.0,0.53,D
18.0,0.0,0.0,C
14.2,0.0,0.0,B
0.15,0.22,0.006,A
0.0,12.0,0.02,B
0.0,11.0,0.05,B
0.0,25.0,0.055,C
0.0,11.0,0.0,B
0.0,11.0,0.025,B
3.0,0.0,0.28,A
1.5,2.0,0.0,A
3.0,0.0,0.45,A
2.0,0.0,0.0,A
4.5,18.0,0.085,C
1.5,14.0,0.0,C
16.1,0.0,0.0,B
0.0,0.0,0.0,A
22.05,0.0,0.0,C
18.0,0.0,0.0,C
22.83,0.0,0.0,C
17.0,0.0,0.0,C
3.0,0.0,0.0,A
29.5,0.0,0.0,C
9.8,0.0,0.0,B
17.15,0.0,0.0,C
15.0,15.0,0.015,C
3.5,0.0,0.0,A
5.0,5.0,0.0,A
10.0,10.0,0.01,B
20.0,0.0,0.51,C
8.0,0.0,0.0,B
6.0,3.0,0.25,A
4.5,0.0,0.49,A
4.0,0.0,0.03,A
8.0,2.0,0.59,B
13.0,3.0,0.79,B
10.0,1.0,0.3,B
14.0,0.0,0.7,B
9.0,0.0,0.41,B
19.0,0.0,0.8,C
0.5,6.0,0.35,B
16.0,0.0,1.24,B
4.0,8.0,0.68,B
20.0,0.0,0.12,C
7.0,2.0,0.79,B
7.0,4.0,0.33,B
6.0,0.0,0.23,A
0.5,8.0,0.15,B
14.0,1.0,0.49,B
4.0,2.0,0.56,B
14.0,1.0,0.59,B
6.0,0.0,0.39,A
3.0,0.0,0.15,A
6.0,0.0,0.89,B
14.0,1.0,0.88,B
11.0,0.0,0.62,B
9.0,0.0,0.78,B
10.0,0.0,0.64,B
6.0,0.0,0.87,B
39.0,2.0,1.02,D
3.0,0.0,0.15,A
10.0,0.0,0.18,B
3.5,0.0,0.4,A
9.0,1.0,0.6,B
17.0,0.0,1.06,C
5.0,1.0,0.27,A
11.0,1.0,0.63,B
12.0,2.0,0.61,B
1.0,1.0,0.32,A
0.5,0.0,0.14,A
15.0,1.0,0.79,B
22.0,5.0,0.88,C
14.0,0.0,0.84,B
17.0,4.0,1.43,C
30.0,2.0,0.8,C
6.0,0.0,0.23,A
15.0,1.0,0.63,B
14.0,0.0,0.62,B
14.0,0.0,0.44,B
20.0,4.0,1.04,C
24.0,7.0,1.43,C
16.0,0.0,0.33,B
11.0,1.0,0.63,B
32.0,5.0,1.31,C
1.0,1.0,0.32,A
18.0,0.0,0.0,C
8.0,3.0,1.02,B
15.0,0.0,0.73,B
4.0,0.0,0.03,A
8.0,0.0,0.96,B
1.4,0.1,0.084,A
8.0,1.0,0.57,B
12.0,0.0,1.11,B
3.0,0.0,0.03,A
19.0,0.0,0.59,C
24.0,0.0,1.44,C
12.0,0.0,0.9,B
3.0,0.0,0.03,A
19.0,0.0,0.58,C
13.0,0.0,0.56,B
1.5,0.0,0.25,A
29.0,5.0,0.57,C
23.0,2.0,0.4,C
22.0,4.0,1.07,C
17.0,2.0,0.83,C
17.0,0.0,0.79,C
3.5,0.0,0.37,A
24.0,6.0,1.35,C
17.0,0.0,0.66,C
20.0,3.0,0.69,C
6.0,5.0,0.98,B
39.0,2.0,1.02,D
12.0,0.0,0.9,B
91.3,0.0,0.0,D
14.0,0.0,0.0,B
14.0,0.0,0.0,B
14.0,0.0,0.0,B
24.0,2.2,0.0,C
28.0,1.0,0.7,C
8.0,0.0,0.0,B
6.0,0.0,0.08,A
2.0,2.0,0.54,B
3.0,0.0,0.12,A
3.0,2.0,0.23,A
1.5,1.0,0.28,A
3.0,0.0,0.25,A
2.5,2.0,0.23,A
0.0,0.0,0.0,A
3.5,1.0,0.48,A
0.0,13.0,1.09,C
2.0,3.0,1.08,B
0.0,1.0,0.2,A
1.5,0.0,0.05,A
1.5,4.0,0.42,A
3.0,1.0,0.38,A
1.5,1.0,0.14,A
0.0,2.0,0.21,A
2.0,2.0,0.45,A
3.5,1.0,0.27,A
1.0,2.0,0.3,A
0.0,3.0,0.11,A
0.5,2.0,0.21,A
3.0,3.0,0.47,A
3.5,5.0,0.04,A
3.5,5.0,0.04,A
4.0,4.0,0.05,A
3.0,1.0,0.13,A
4.0,6.0,0.05,B
3.5,5.0,0.0,A
3.5,5.0,0.04,A
3.5,6.0,0.05,B
2.0,30.7,0.0,D
8.1,0.0,0.0,B
7.92,0.0,0.0,B
9.54,0.0,0.0,B
0.0,0.0,0.0,A
7.38,0.0,0.0,B
19.21,0.0,0.0,C
7.27,0.0,0.0,B
26.84,0.0,0.0,C
6.8,0.0,0.0,B
12.43,0.0,0.0,B
0.0,0.0,0.0,A
8.83,0.0,0.0,B
12.45,0.0,0.0,B
8.69,0.0,0.0,B
8.62,0.0,0.0,B
1.5,1.0,0.035,A
1.5,1.0,0.05,A
2.0,0.0,0.18,A
2.0,0.0,0.18,A
0.0,0.0,0.0,A
1.5,1.0,0.05,A
0.0,0.0,0.055,A
2.0,0.0,0.21,A
0.0,1.0,0.05,A
1.0,5.0,0.045,A
0.0,0.0,0.05,A
1.5,1.0,0.05,A
1.5,1.0,0.035,A
0.6,0.0,0.072,A
1.5,1.0,0.05,A
0.0,0.0,0.055,A
0.0,0.0,0.005,A
0.0,0.0,0.0,A
2.0,2.0,0.43,A
0.0,5.0,0.64,B
0.0,1.0,1.15,B
5.0,3.0,0.87,B
1.0,8.0,0.61,B
1.5,5.0,0.5,A
0.0,1.0,1.15,B
2.0,2.0,0.43,A
8.0,4.0,1.09,B
2.0,2.0,0.43,A
0.0,1.0,1.15,B
5.0,3.0,0.87,B
4.0,6.0,0.4,B
0.0,5.0,0.0,A
0.0,2.0,0.013,A
0.0,0.0,0.0,A
1.5,5.0,0.13,A
0.0,2.0,0.013,A
3.0,1.0,0.06,A
2.5,5.0,0.135,A
1.0,5.0,0.13,A
1.0,5.0,0.13,A
0.5,1.0,0.125,A
1.5,2.0,0.05,A
3.0,17.0,0.04,C
3.5,17.0,0.0,C
2.5,19.0,0.035,C
10.0,0.0,0.052,B
9.0,0.0,0.0,B
9.0,0.0,0.0,B
7.0,0.0,0.095,B
5.0,18.0,0.16,C
0.0,18.0,0.045,C
0.0,0.0,0.0,A
0.0,0.0,0.0,A
0.0,18.0,0.05,C
0.0,23.0,0.025,C
0.0,15.0,0.045,C
0.0,21.0,0.05,C
0.0,19.0,0.025,C
0.0,21.0,0.0,C
3.9,11.4,0.0,B
8.1,6.8,0.0,B
11.1,4.78,0.0,B
0.6,3.9,0.0,A
0.7,4.6,0.0,A
6.5,7.9,0.0,B
3.0,0.0,0.0,A
4.6,7.0,0.0,B
2.6,0.0,0.0,A
2.8,2.3,0.0,A
5.2,1.0,0.0,A
0.09,11.9,0.0,B
2.76,3.6,0.0,A
1.69,4.0,0.0,A
3.0,16.0,0.11,C
1.5,20.0,0.095,C
4.5,19.0,0.035,C
3.0,16.0,0.02,C
6.0,18.0,0.075,C
4.5,13.0,0.075,C
6.0,19.0,0.0,C
2.5,11.0,0.14,B
4.5,15.0,0.075,C
4.0,20.0,0.025,C
3.5,22.0,0.035,C
4.0,19.0,0.025,C
4.5,22.0,0.12,C
5.0,19.0,0.0,C
2.5,12.0,0.08,B
2.5,6.0,0.05,B
2.5,16.0,0.0,C
4.0,19.0,0.025,C
6.0,20.0,0.125,C
4.0,19.0,0.105,C
3.0,9.0,0.05,B
3.0,0.0,0.0,A
2.0,9.0,0.045,B
3.0,12.0,0.0,B
1.5,22.0,0.0,C
4.0,23.0,0.025,C
3.0,17.0,0.09,C
2.5,21.0,0.09,C
2.0,6.0,0.045,B
4.5,19.0,0.035,C
6.0,15.0,0.1,C
6.0,16.0,0.09,C
2.5,21.0,0.09,C
3.5,12.0,0.09,B
2.5,0.0,0.0,A
6.0,16.0,0.09,C
2.5,16.0,0.11,C
2.5,12.0,0.08,B
7.0,10.0,0.1,B
3.0,12.0,0.09,B
8.0,7.0,0.135,B
2.5,22.0,0.125,C
3.0,18.0,0.12,C
7.0,10.0,0.085,B
6.0,19.0,0.1,C
2.5,16.0,0.11,C
2.0,10.0,0.012,B
4.5,19.0,0.035,C
7.0,10.0,0.1,B
7.0,10.0,0.085,B
3.0,10.0,0.0,B
0.0,0.0,0.0,A
0.0,0.0,0.006,A
0.0,0.0,0.0,A
3.5,8.0,0.035,B
1.5,3.0,0.015,A
2.0,4.0,0.025,A
1.5,0.0,0.02,A
2.0,4.0,0.02,A
3.5,8.0,0.035,B
2.0,5.0,0.025,A
0.0,21.0,0.03,C
0.0,0.0,0.0,A
0.0,0.0,0.0,A
0.0,0.0,0.0,A
7.0,6.0,0.2,B
16.0,6.0,1.15,B
8.0,2.0,0.49,B
14.0,6.0,1.14,B
13.0,2.0,1.37,C
16.0,2.0,0.24,B
12.0,5.0,0.84,B
1.5,2.0,0.38,A
0.0,1.0,0.68,B
1.0,1.0,0.34,A
14.0,7.0,0.95,B
0.0,0.0,0.63,B
2.0,0.0,0.14,A
12.0,1.0,0.0,B
14.0,6.0,1.01,B
13.0,5.0,0.79,B
12.0,1.0,1.41,C
1.5,2.0,0.38,A
2.25,10.0,0.1,B
13.0,5.0,0.66,B
14.0,4.0,0.8,B
12.0,2.0,1.65,C
5.0,19.0,0.19,C
7.0,2.0,0.135,B
18.0,3.0,0.0,C
7.0,0.0,0.0,B
2.1,0.0,0.43,A
1.6,0.0,0.153,A
4.0,6.0,0.153,B
5.0,3.0,0.3,A
5.0,3.0,0.31,A
7.0,1.0,0.16,B
2.0,2.0,0.16,A
7.0,3.0,0.32,B
8.0,3.0,0.23,B
6.0,4.0,0.39,A
11.0,16.0,0.23,C
7.0,3.0,0.39,B
10.0,7.0,0.18,B
3.0,2.0,0.0,A
8.0,9.0,0.12,B
9.0,10.0,0.16,B
7.0,4.0,0.5,B
12.0,20.0,0.065,C
10.0,2.0,0.19,B
2.0,13.0,0.04,C
3.0,10.0,0.105,B
1.5,2.0,0.02,A
9.0,7.0,0.095,B
1.5,19.0,0.115,C
5.0,5.0,0.115,A
12.0,1.0,0.07,B
6.0,1.0,0.07,A
3.0,15.0,0.28,C
1.5,9.0,0.04,B
6.0,2.0,0.0,A
7.0,1.0,0.12,B
5.0,0.0,0.08,A
8.0,0.0,0.25,B
4.0,3.0,0.025,A
3.0,0.0,0.105,A
2.0,0.0,0.055,A
3.0,2.0,0.075,A
2.0,10.0,0.05,B
8.0,1.0,0.12,B
38.1,0.0,0.0,D
5.0,1.0,0.04,A
4.0,1.0,0.18,A
6.0,0.0,0.065,A
4.0,4.0,0.025,A
8.0,1.0,0.27,B
3.0,1.0,0.06,A
6.0,1.0,0.17,A
0.0,10.0,0.04,B
3.5,0.0,0.0,A
4.0,2.0,0.125,A
7.0,1.0,0.12,B
1.5,0.0,0.07,A
4.5,2.0,0.14,A
2.0,0.0,0.055,A
4.0,5.0,0.045,A
4.0,1.0,0.22,A
3.5,1.0,0.16,A
4.0,4.0,0.04,A
2.5,2.0,0.035,A
1.0,12.0,0.08,B
5.0,7.0,0.08,B
2.5,3.0,0.015,A
0.0,0.0,0.0,A
7.0,3.0,0.14,B
9.0,0.0,0.0,B
3.5,0.0,0.0,A
2.5,2.0,0.02,A
5.0,4.0,0.095,A
5.0,5.0,0.12,A
5.0,2.0,0.035,A
5.0,5.0,0.12,A
1.5,18.0,0.115,C
4.0,6.0,0.03,B
5.0,4.0,0.0,A
3.5,1.0,0.015,A
3.5,3.0,0.015,A
6.0,7.0,0.0,B
2.0,1.0,0.105,A
1.5,3.0,0.02,A
1.0,2.0,0.015,A
2.0,1.0,0.0,A
1.0,1.0,0.025,A
4.0,5.0,0.03,A
0.43,0.09,0.007,A
2.0,2.0,0.01,A
4.5,4.0,0.09,A
4.5,4.0,0.135,A
1.5,2.0,0.01,A
2.0,3.0,0.005,A
5.0,4.0,0.095,A
1.0,3.0,0.0,A
5.0,4.0,0.025,A
5.0,3.0,0.02,A
1.5,7.0,0.0,B
3.5,4.0,0.06,A
4.5,7.0,0.05,B
4.0,3.0,0.06,A
4.5,4.0,0.08,A
4.0,4.0,0.06,A
3.0,3.0,0.06,A
1.5,10.0,0.01,B
7.0,11.0,0.035,B
0.0,13.0,0.0,C
7.0,3.0,0.1,B
9.0,12.0,0.105,B
7.0,13.0,0.065,C
9.0,13.0,0.0,C
7.0,10.0,0.0,B
6.0,5.0,0.035,A
2.5,10.0,0.015,B
1.5,18.0,0.02,C
2.0,12.0,0.0,B
7.0,14.0,0.015,C
6.0,12.0,0.02,B
3.5,11.0,0.04,B
8.0,16.0,0.02,C
8.0,13.0,0.03,C
14.0,18.0,0.03,C
1.0,10.0,0.025,B
3.0,13.0,0.035,C
1.0,10.0,0.0,B
7.0,11.0,0.02,B
1.0,7.0,0.0,B
6.0,1.0,0.24,A
5.0,2.0,0.25,A
6.0,9.0,0.055,B
9.0,10.0,0.02,B
4.0,5.0,0.01,A
2.5,10.0,0.05,B
0.5,7.0,0.005,B
1.0,11.0,0.0,B
15.0,17.0,0.0,C
8.0,10.0,0.115,B
15.0,19.0,0.0,C
6.0,11.0,0.0,B
9.0,15.0,0.025,C
1.0,14.0,0.005,C
3.0,4.0,0.015,A
5.0,7.0,0.035,B
1.5,9.0,0.015,B
3.5,13.0,0.03,C
4.0,6.0,0.035,B
8.0,0.0,0.23,B
1.5,12.0,0.005,B
6.0,3.0,0.38,A
10.0,10.0,0.025,B
3.0,11.0,0.0,B
6.0,5.0,0.0,A
1.0,10.0,0.0,B
1.5,5.0,0.005,A
8.0,10.0,0.11,B
6.0,9.0,0.03,B
7.0,8.0,0.025,B
4.5,6.0,0.0,B
10.0,13.0,0.02,C
1.0,10.0,0.0,B
7.0,13.0,0.065,C
2.5,10.0,0.015,B
3.0,10.0,0.055,B
1.5,10.0,0.01,B
6.0,12.0,0.08,B
3.5,11.0,0.04,B
2.0,13.0,0.01,C
2.5,9.0,0.015,B
7.0,14.0,0.0,C
9.0,13.0,0.0,C
2.0,15.0,0.0,C
2.5,12.0,0.025,B
10.0,13.0,0.02,C
6.0,9.0,0.015,B
0.0,13.0,0.015,C
2.0,11.0,0.035,B
0.0,14.0,0.0,C
3.0,13.0,0.035,C
9.0,9.0,0.02,B
1.0,10.0,0.025,B
4.0,6.0,0.0,B
1.5,10.0,0.01,B
7.0,8.0,0.025,B
11.0,14.0,0.035,C
6.0,9.0,0.03,B
3.5,6.0,0.0,B
0.0,4.0,0.0,A
5.0,8.0,0.02,B
4.0,14.0,0.035,C
2.5,10.0,0.05,B
5.0,8.0,0.02,B
6.0,0.0,0.43,A
5.0,0.0,0.41,A
2.0,9.0,0.135,B
1.5,0.0,0.0,A
0.5,6.0,0.1,B
6.0,0.0,0.0,A
5.5,0.0,0.12,A
6.0,7.0,0.055,B
2.0,12.0,0.05,B
0.0,16.0,0.001,C
4.5,0.0,0.06,A
4.5,0.0,0.06,A
3.0,0.0,0.055,A
1.0,3.0,0.065,A
3.5,0.0,0.015,A
3.5,0.0,0.015,A
1.0,3.0,0.065,A
1.0,3.0,0.065,A
0.5,4.0,0.06,A
1.5,3.0,0.065,A
12.0,7.0,0.015,B
9.0,9.0,0.02,B
7.0,9.0,0.015,B
7.0,0.0,0.0,B
6.0,10.0,0.02,B
9.0,9.0,0.02,B
9.0,8.0,0.015,B
0.0,9.0,0.0,B
0.0,10.0,0.02,B
6.0,10.0,0.0,B
14.0,3.0,0.105,B
14.0,3.0,0.0,B
6.0,7.0,0.02,B
4.5,7.0,0.01,B
20.0,0.0,0.61,C
10.0,0.0,0.32,B
11.0,5.0,0.76,B
18.0,1.0,0.56,C
18.0,4.0,0.57,C
20.0,0.0,0.7,C
9.0,0.0,0.53,B
3.5,21.0,0.005,C
2.0,13.0,0.01,C
4.0,24.0,0.04,C
2.0,13.0,0.015,C
2.0,22.0,0.075,C
3.0,22.0,0.055,C
2.5,12.0,0.01,B
2.0,14.0,0.005,C
2.5,11.0,0.01,B
2.5,14.0,0.04,C
2.0,13.0,0.015,C
2.5,15.0,0.015,C
3.5,17.0,0.015,C
2.5,19.0,0.09,C
3.5,21.0,0.005,C
3.5,19.0,0.015,C
2.5,17.0,0.09,C
1.5,11.0,0.02,B
4.5,13.0,0.1,C
1.5,16.0,0.08,C
3.0,18.0,0.0,C
2.0,12.0,0.02,B
2.0,16.0,0.08,C
2.5,24.0,0.075,C
2.5,15.0,0.015,C
3.5,4.0,0.085,A
6.0,6.0,0.13,B
3.5,4.0,0.08,A
5.9,0.0,0.142,A
3.5,6.0,0.085,B
5.0,7.0,0.09,B
3.5,6.0,0.09,B
3.0,5.0,0.085,A
3.5,6.0,0.09,B
3.5,5.0,0.06,A
31.48,0.0,0.0,C
28.2,0.0,0.0,C
26.8,0.0,0.0,C
30.7,0.0,0.0,C
27.9,0.0,0.0,C
24.4,0.0,0.0,C
23.0,0.0,0.0,C
0.0,0.0,0.0,A
29.5,0.0,0.0,C
3.5,0.0,0.0,A
5.7,4.0,0.005,A
3.5,0.0,0.0,A
3.5,0.0,0.0,A
3.5,0.0,0.0,A
7.0,0.0,0.0,B
0.0,0.0,0.003,A
7.0,0.0,0.0,B
7.0,0.0,0.0,B
7.0,0.0,0.0,B
7.0,0.0,0.0,B
14.0,0.0,0.0,B
0.0,0.0,0.005,A
0.0,0.0,0.0,A
0.0,0.0,0.0,A
0.1,0.0,0.0,A
7.0,0.0,0.0,B
8.0,0.0,0.001,B
4.5,0.012,0.0,A
5.0,0.0,0.0,A
4.0,0.0,0.0,A
5.0,0.0,0.0,A
6.0,0.0,0.0,A
13.5,0.04,0.0,B
4.5,0.0,0.0,A
3.5,3.0,0.01,A
13.5,9.0,0.06,B
9.0,0.0,0.0,B
10.0,12.0,0.18,B
5.0,4.0,0.083,A
5.0,5.0,0.071,A
12.0,9.0,0.0,B
4.0,3.0,0.001,A
10.0,12.0,0.18,B
10.0,12.0,0.18,B
5.0,4.0,0.083,A
6.0,7.0,0.108,B
5.0,0.0,0.0,A
9.0,7.0,0.0,B
7.0,6.0,0.0,B
9.0,6.0,0.0,B
7.0,8.0,0.013,B
8.0,7.0,0.033,B
9.0,11.0,0.0,B
10.0,8.0,0.0,B
7.0,10.0,0.0,B
6.0,6.0,0.008,B
0.0,17.0,0.015,C
0.0,18.0,0.0,C
0.0,17.0,0.01,C
9.0,0.0,0.5,B
9.0,0.0,0.5,B
4.0,8.0,0.33,B
6.0,7.0,0.1,B
0.0,0.0,0.0,A
6.0,0.0,0.02,A
2.5,9.0,0.07,B
6.0,0.0,0.135,A
6.0,20.0,0.06,C
4.0,17.0,0.03,C
5.0,25.0,0.135,C
5.0,25.0,0.13,C
4.0,12.0,0.055,B
4.0,18.0,0.055,C
4.0,18.0,0.055,C
4.0,18.0,0.055,C
9.0,7.0,0.075,B
4.0,17.0,0.03,C
4.5,9.0,0.035,B
3.0,12.0,0.095,B
0.0,12.0,0.09,B
6.0,27.0,0.065,D
9.0,1.0,0.125,B
5.0,25.0,0.07,C
6.0,0.0,0.09,A
0.0,8.0,0.11,B
4.5,6.0,0.04,B
18.0,1.0,0.25,C
0.0,12.0,0.09,B
3.5,4.5,0.035,A
9.0,9.0,0.085,B
2.0,21.0,0.125,C
4.0,17.0,0.03,C
4.0,13.0,0.03,C
7.0,9.0,0.09,B
2.5,6.0,0.16,B
5.0,25.0,0.07,C
3.0,12.0,0.095,B
5.0,25.0,0.12,C
5.0,6.0,0.045,B
5.0,25.0,0.12,C
3.5,15.0,0.0,C
4.0,20.0,0.06,C
5.0,25.0,0.125,C
4.0,18.0,0.06,C
3.0,12.0,0.095,B
3.0,14.0,0.06,C
6.0,0.0,0.135,A
0.0,7.0,0.01,B
4.0,17.0,0.03,C
5.0,25.0,0.13,C
1.0,0.0,0.0,A
3.0,14.0,0.06,C
3.0,15.0,0.002,C
5.0,25.0,0.14,C
5.0,25.0,0.075,C
0.0,9.0,0.07,B
14.9,3.4,0.242,B
14.9,3.4,0.242,B
13.0,5.0,1.218,B
8.0,0.0,0.0,B
0.0,0.0,0.0,A
7.9,1.1,0.222,B
9.0,0.0,0.0,B
21.0,0.0,0.0,C
0.0,0.0,0.0,A
0.0,0.0,0.0,A
3.0,5.0,0.0,A
19.0,1.0,0.374,C
0.0,0.0,0.0,A
24.3,0.0,0.0,C
5.59,0.0,0.0,A
18.3,0.0,0.0,C
3.0,8.0,0.07,B
3.0,13.0,27.0,D
0.0,4.0,0.075,A
2.5,0.0,0.01,A
16.0,2.0,0.0,B
2.5,9.0,0.0,B
3.0,10.0,0.032,B
0.0,13.0,0.005,C
0.0,0.0,0.0,A
0.0,11.0,0.005,B
2.5,10.0,0.0,B
4.1,4.5,0.0,A
3.0,16.0,0.025,C
3.0,13.0,0.027,C
0.0,8.0,0.02,B
1.0,6.0,0.015,B
0.0,7.0,0.005,B
0.3,0.0,0.0,A
3.0,11.0,0.04,B
